csv_row_index,conv_id,turn_id,query,answer,BERT_confidence,LogReg_score,num_retrieval,unique_titles,diversity,has_answer_in_topk,score_std,score_range,retrieval_titles,retrieval_texts_preview,WIG,NQC,SMV,Clarity,nSigma,AvgIDF,MaxIDF,AvgICTF,MaxSCQ,SClarity
52,-2868527606566910012,1,Who sings in next to me imagine dragons?,"Dan Reynolds, YEBBA",0.4957378668251799,0.5186827833637059,10,7,0.7,False,3.217870235903634,8.84515380859375,"""Next to Me (Imagine Dragons song)"" | ""Next to Me (Imagine Dragons song)"" | ""Hélio Bicudo"" | ""Next to Me (Imagine Dragons song)"" | ""Imagine Dragons""","""single premiered on Zane Lowe's Beats 1 radio sho | ""clerk tells him that the ring is not worth much,  | ""approved by the Federal Senate in a voting 61-20,",0.5168560028076166,0.0417099919569256,0.15260822210787,1.268246108835115,0.1381159938728449,5.579707692397629,14.08817372162161,9.845230747321972,62.00483329600262,8.235792834887873
53,5551188595738157887,1,When does the last episode of stuck in the middle air?,"December 8, 2017, October 27, 2017, October 20, 2017",0.45352172249127526,0.5227776662762035,10,9,0.9,False,1.726544927387366,5.671295166015625,"""Stuck in the Middle (TV series)"" | ""Adventure Time"" | ""The Middle (TV series)"" | ""Province of the Episcopal Church of Sudan"" | ""The Leftovers (TV series)""","""focusing on Harley, the middle of the seven child | ""a 2007 short produced for Nicktoons and Frederato | ""second season. The show was renewed for a third s",0.6659120845794678,0.0613970539913687,0.2289156184527451,1.156930617254641,0.1512995764874261,3.519526749422557,5.255513071745655,7.947105084363943,67.57376723196208,6.337667171929843
77,4866079315838169410,1,When did england win the world cup in soccer?,"1966, 1966 FIFA World Cup Final, 30 July 1966",0.46009904159430565,0.5071948854533872,10,6,0.6,False,0.7893734248922444,2.66680908203125,"Gersonides | ""England at the FIFA World Cup"" | ""England at the FIFA World Cup"" | ""1966 FIFA World Cup"" | ""History of the FIFA World Cup""","""the Moon's position, fails completely in predicti | ""goalless. England then beat both France and Mexic | ""FIFA World Cup, the 1958 FIFA World Cup and the 2",0.9953641891479492,0.0589126362054838,0.513668359040324,1.4455309863583683,0.2533940506011151,4.178133912221858,6.303570448564247,8.55961359022214,74.3917936836333,6.9501756777880415
78,-5860652896426394557,1,Where does walmart get its great value products?,"a number of agricultural and food corporations, such as ConAgra, and Sara Lee, United States, ConAgra, Sara Lee, a number of agricultural and food corporations",0.4594448144570422,0.5040339016301346,10,10,1.0,False,0.4355242321945586,1.3380966186523438,"""Prayers on Fire"" | ""Walgreens Boots Alliance"" | ""Target Corporation"" | ""Toys """"R"""" Us"" | ""Flag of Saskatchewan""","""garbled surrealism"""". Music critic, Ed St John su | ""quarter earnings report. Fiscal year 2018 sales w | ""their offerings are considerably more limited tha",1.0422540855407716,0.0805441677745753,0.55405904604552,1.3928834752578798,0.2631679706113379,3.900843864859541,6.500134894979077,8.36165761750147,74.08755193227837,6.569898148273415
79,-6951352961519428012,1,Who is the actor that plays anakin skywalker?,"Jake Lloyd, Hayden Christensen, Sebastian Shaw, Mat Lucas?, Mat Lanter, David Birney, Mat Lucas, Matt Lanter",0.517978727529316,0.4773438487417043,10,10,1.0,False,1.7027426150781224,6.061759948730469,"""Double-precision floating-point format"" | ""Mat Lucas"" | ""Jake Lloyd"" | ""Gaura Festival"" | ""Lisa Jardine""","""C standard and/or the arithmetic may suffer from  | ""Mat Lucas Mat Lucas (born October 27, 1977) is an | ""sci-fi and comic-book festivals. In 2012, he anno",0.7228021430969244,0.0473386095259549,0.2132262007421168,1.178600562950589,0.163258307882829,3.5068551381396778,14.08817372162161,6.390679152872603,62.00483329600262,5.196172840053897
81,-3857234084948639677,1,How many chests of tea were dumped in the boston harbor?,342,0.48429191504289704,0.5099534222092342,10,5,0.5,False,1.6893889556368362,4.89215087890625,"""Boston Tea Party"" | ""Samuel Adams"" | ""Boston Tea Party"" | ""Boston Tea Party"" | ""Boston Tea Party""","""because the meeting was not yet over. While Samue | ""announced, """"This meeting can do nothing further  | ""hammered a nail in the coffin of the old British ",0.8599200248718253,0.0884686923607888,0.7165540478748754,2.4941890140302845,0.2821650517525898,4.67420060891519,9.409520758873716,9.129477529136162,80.17642255925495,7.3377180599081075
105,8020759438851523056,1,When did the federal student loan program start?,"1958, November 8, 1965, 1992",0.5313996982464622,0.4826148021072147,10,7,0.7,False,2.00794998856221,6.799591064453125,"""Student loans in the United States"" | ""Student loans in the United States"" | ""Federal student loan consolidation"" | ""Nikolai Panin"" | ""Federal student loan consolidation""","""and unsubsidized. Federal student loans are subsi | ""discharged through bankruptcy. The main types of  | ""Federal student loan consolidation In the United ",0.8340339851379389,0.0658531028262589,0.3794701116277402,1.4285300687786646,0.2177929382543601,6.699785982278975,11.017218026830031,11.026645516719508,81.80563979793956,9.234886047491454
122,-3760955442126384935,1,Bambi love and hip hop atlanta real name?,Adizia Benson,0.4935173588490431,0.5460738902622244,10,9,0.9,False,0.4695080973512181,1.6541976928710938,"""David Reynolds (screenwriter)"" | ""Protestant Reformers"" | ""Atlanta hip hop"" | ""William Cureton"" | ""Love & Hip Hop: Atlanta""","""June 7, 2015, Reynolds and """"New Groove"""" directo | ""century). Some of those whose doctrines influence | ""led to the development of the Dirty South style o",1.5425925827026372,0.1073544985975889,1.199461779475414,1.5617847667772833,0.3872114699158933,3.639171852046679,5.349268002316945,8.087711931249496,67.26728819334008,6.295952462021442
139,-1628404103134441150,1,What episode of dc legends of tomorrow is invasion?,"Season 2, episode 7, episode 23, 23, 7",0.49147274704146376,0.5353610526206846,10,3,0.3,False,1.5923698959317423,4.5317535400390625,"""Invasion! (Arrowverse)"" | ""Doug Domokos"" | ""Invasion! (Arrowverse)"" | ""Invasion! (Arrowverse)"" | ""Invasion! (Arrowverse)""","""a building in Cincinnati that was used as the bas | ""tragic accident took place in Murrieta, Californi | ""than that makes it sound."""" After beginning in th",0.5825899696350095,0.0450065521134054,0.1757028896032362,1.1683726649836277,0.1397230950460534,3.2797458081767346,4.858643655252286,7.625003996697928,63.905734262236045,5.833244527469873
154,-4536457655385125693,1,Where did they film places in the heart?,"Waxahachie, Texas, Waxahachie, Jack Davis' farm",0.4902118415507905,0.5015517657451503,10,10,1.0,False,1.695488748383949,4.641334533691406,"""Heart of Glass (film)"" | ""A Passage to India"" | ""When Calls the Heart"" | ""In the Heart of the Sea (film)"" | ""Angel Heart""","""magical properties. With the loss of the secret,  | ""to raise money for the London Library; selling fo | ""(Daniel Lissing). He believes Thatcher's wealthy ",1.089212322235107,0.0981017562141751,0.8057506283567354,1.731052083707726,0.2992120445356316,5.172863803454643,15.25132453142729,8.750165768253934,52.9699609650371,7.462615438306654
