csv_row_index,conv_id,turn_id,query,answer,RoBERTa_confidence,LogReg_score,num_retrieval,unique_titles,diversity,has_answer_in_topk,score_std,score_range,retrieval_titles,retrieval_texts_preview,WIG,NQC,SMV,Clarity,nSigma,AvgIDF,MaxIDF,AvgICTF,MaxSCQ,SClarity
73,-3999662562068655028,1,How often do we have a census in the uk?,"every 10 years, every 5 years",0.5211648606766321,0.4930622869317833,10,6,0.6,False,0.8962368475976137,3.0074081420898438,"""Islamic Cultural Center of New York"" | Catcliffe | ""West Bay, Dorset"" | ""Census in the United Kingdom"" | ""Census in the United Kingdom""","""reason to return to Egypt. He also stated however | ""drummer for the band Pulp, now owns a pottery in  | ""television series """"The Fall and Rise of Reginald",3.3818244934082053,0.0357629047156412,6.804918272749352,1.1109304347638198,0.786529677689472,5.908232024893378,14.781320902181555,9.897045893892344,81.99316441138859,7.824719310197702
82,7635505435111543791,1,Who sang the song coat of many colors?,"Dolly Parton, Dolly Rebecca Parton",0.4517560821604727,0.5199018944414664,10,5,0.5,False,3.071469955106968,9.580223083496094,"""E (verification language)"" | ""Coat of Many Colors (song)"" | ""Coat of Many Colors"" | ""Coat of Many Colors (song)"" | ""Cory Lidle""","""code before and after an already implemented meth | ""only poor, only if they choose to be<br>Now I kno | ""Coat of Many Colors Coat of Many Colors is the ni",1.9949859619140569,0.0175134011292001,1.755577246459434,1.2647494812433822,0.4684518713885442,4.304934750337448,5.722297728136637,8.77727600418331,70.15930567696903,7.167838091749212
105,8020759438851523056,1,When did the federal student loan program start?,"1958, November 8, 1965, 1992",0.496276720797197,0.5502229070876127,10,7,0.7,False,2.00794998856221,6.799591064453125,"""Student loans in the United States"" | ""Student loans in the United States"" | ""Federal student loan consolidation"" | ""Nikolai Panin"" | ""Federal student loan consolidation""","""and unsubsidized. Federal student loans are subsi | ""discharged through bankruptcy. The main types of  | ""Federal student loan consolidation In the United ",2.488539581298824,0.0254705428368424,3.435579227510904,1.297709981172657,0.6178438518582096,3.540670958596909,7.794754442775129,7.205791698573262,79.6081134528612,5.712658807549883
114,8142664608069718150,1,Who dies in how to train your dragon 2?,"Stoick the Vast, Stoick, Gerard Butler",0.5105178363405809,0.4921619898794717,10,5,0.5,False,1.6552187445919706,4.945930480957031,"""How to Train Your Dragon 2"" | ""How to Train Your Dragon 2"" | ""How to Train Your Dragon 2"" | ""How to Train Your Dragon 2"" | ""How to Train Your Dragon 2""","""still alive. Meanwhile, Astrid and the other ride | ""How to Train Your Dragon 2 How to Train Your Drag | ""Hiccup and launches a plasma bolt towards him, bu",1.9935073852539045,0.0191280085275386,2.156715184914204,1.199493428712666,0.4895253012317368,7.240720843912418,15.4744680827415,10.921576762746634,75.26241740710117,9.428443871723257
165,2510458197952575783,1,Who gave the concept of ingroup and outgroup?,"Henri Tajfel and colleagues, Henri Tajfel",0.5347281237555026,0.4928621631375881,10,9,0.9,False,1.2624570277610678,3.9950027465820312,"""Slinkee Minx"" | ""Ingroups and outgroups"" | ""Common ingroup identity"" | ""Ingroups and outgroups"" | ""Intergroup relations""","""Concert (performance 2007), Variety Gold Coast An | ""or hindering the goals of an ingroup. It has also | ""consider themselves as belonging to a common supe",2.769746246337884,0.0317648103652473,5.480342350900703,1.1435167915416824,0.649280213947053,7.248853472883884,14.375855794073392,11.48335181766907,80.99010909110397,9.28612724033285
171,3800437745610948678,1,Percentage of babies born at 24 weeks that survive?,"40-70%, 20 to 35 percent",0.4873196465126205,0.5246669098581438,10,8,0.8,False,0.7795598033336903,2.5288009643554688,"""Fetal viability"" | ""Gestational age"" | ""Preterm birth"" | Pregnancy | ""Pregnancy rate""","""and 5 days gestational age), and Amillia Taylor ( | ""resuscitate and aggressively treat a very prematu | ""using uterine monitoring at home to detect contra",1.781725769042967,0.017301404023069,1.5921051871039444,1.161418207975415,0.4461088974544142,3.5733507923379224,5.180316080125733,7.998479949350051,66.57683925201341,6.052569800294737
174,-6969788130630189690,1,What type of writing is most similar to an autobiography a. poetry b. short story c. novel d. memoir?,"D, memoir",0.47046938715527475,0.5142886868482669,10,10,1.0,False,0.5724980693712293,1.8002777099609375,"""Norman Farquharson"" | ""The Surfaris"" | Autobiography | ""Samuel McAdow"" | Atlantis","""played in twelve ties for the South African Davis | ""Chantays' """"Pipeline""""). , Downey's official webs | ""fictional elements though the work still purports",2.107219238281254,0.0174512966028465,1.9344502046875656,1.2137162377520772,0.4636150468135733,4.41295465583202,7.703295561492276,8.894507054567363,78.44162950368306,7.102747585339308
181,3739207328084591039,1,Who made the song my achy breaky heart?,"Don Von Tress, The Marcy Brothers, Cyrus, Billy Ray Cyrus, Jim Cotton, Joe Scaife, Joe Scaife and Jim Cotton, PolyGram and Mercury, PolyGram, Mercury",0.4589910879185464,0.5209995780672345,10,8,0.8,False,1.3102571239695007,3.7417449951171875,"""Achy Breaky Heart"" | ""Inuvik Boot Lake"" | ""Achy Breaky Heart"" | ""Observational techniques"" | ""Achy Breaky Heart""","""song """"mean-spirited"""" and donated its proceeds t | ""parties exist; although some groups have attempte | ""was the explosion of the line dance into the main",2.2420913696289126,0.0294499918726188,4.997949850919982,1.2667202586616355,0.7452031677424159,4.604057687035052,6.837272098930567,9.053092318704625,77.03234603701345,7.107182169649311
190,-3775683158491019675,1,Hertfordshire fire and rescue service chief fire officer?,"Darryl Keen, Chris Bigland",0.4816855804313563,0.5232379879475363,10,10,1.0,False,1.9617852382985448,6.9803466796875,"""Tyler Green (baseball)"" | ""Shropshire Fire and Rescue Service"" | ""Parametric polymorphism"" | ""Hertfordshire Fire and Rescue Service"" | ""Fire services in the United Kingdom""","""Dodgers and a clutch performance beating John Smo | ""Shropshire Fire and Rescue Service The Shropshire | ""type """"’’a"""" × """"’’a"""" list → bool and """"’’a"""" ca",1.717583312988276,0.0174501133242129,1.62565164041894,1.5339261241575748,0.4507842666424456,7.364749435317701,12.160282078068976,11.692378140942436,82.83726860062569,9.90061867171438
246,3658847669702107248,1,Who was england's prime minister during ww1?,"Asquith, 1st Earl of Oxford and Asquith, H. H. Asquith, Herbert Henry Asquith, 1st Earl Lloyd-George of Dwyfor, Lloyd George, David Lloyd George",0.46229731951084135,0.5408511106992689,10,9,0.9,False,1.0660610837932953,3.842071533203125,"""John de Monins Johnson"" | Federalist | ""Castration anxiety"" | ""Air Ministry"" | ""Home front during World War I""","""he became a collector of what he called """"printed | ""Federalist The term federalist describes several  | ""women will have a reversed affect, that is, femal",2.8311148071289063,0.0297500344514532,4.821293110130913,1.2884156091656989,0.7319147726743807,4.564581946899005,13.27724350540528,8.97822405214738,61.2202799096124,7.186464582919324
