index,label,LogReg_score,LogReg_pred,RoBERTa_score,RoBERTa_pred,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,query,answer,conv_id,turn_id,retrieval_titles,query_length
73,0,0.4930622869317833,0.0,0.0847100615501403,1.0,9.897045893892344,5.908232024893378,1.1109304347638198,14.781320902181555,81.99316441138859,0.0357629047156412,7.824719310197702,6.804918272749352,3.3818244934082053,0.786529677689472,How often do we have a census in the uk?,"['every 10 years', 'every 5 years']",-3999662562068655028,1,[],10
82,1,0.5199018944414664,1.0,-0.1935779005289077,0.0,8.77727600418331,4.304934750337448,1.2647494812433822,5.722297728136637,70.15930567696903,0.0175134011292001,7.167838091749212,1.755577246459434,1.9949859619140569,0.4684518713885442,Who sang the song coat of many colors?,"['Dolly Parton', 'Dolly Rebecca Parton']",7635505435111543791,1,[],8
105,1,0.5502229070876127,1.0,-0.0148933921009302,0.0,7.205791698573262,3.540670958596909,1.297709981172657,7.794754442775129,79.6081134528612,0.0254705428368424,5.712658807549883,3.435579227510904,2.488539581298824,0.6178438518582096,When did the federal student loan program start?,"['1958', 'November 8, 1965', '1992']",8020759438851523056,1,[],8
114,0,0.4921619898794717,0.0,0.0420775525271892,1.0,10.921576762746634,7.240720843912418,1.199493428712666,15.4744680827415,75.26241740710117,0.0191280085275386,9.428443871723257,2.156715184914204,1.9935073852539045,0.4895253012317368,Who dies in how to train your dragon 2?,"['Stoick the Vast', 'Stoick', 'Gerard Butler']",8142664608069718150,1,[],9
165,0,0.4928621631375881,0.0,0.1391365230083465,1.0,11.48335181766907,7.248853472883884,1.1435167915416824,14.375855794073392,80.99010909110397,0.0317648103652473,9.28612724033285,5.480342350900703,2.769746246337884,0.649280213947053,Who gave the concept of ingroup and outgroup?,"['Henri Tajfel and colleagues', 'Henri Tajfel']",2510458197952575783,1,[],8
171,1,0.5246669098581438,1.0,-0.0507322922348976,0.0,7.998479949350051,3.5733507923379224,1.161418207975415,5.180316080125733,66.57683925201341,0.017301404023069,6.052569800294737,1.5921051871039444,1.781725769042967,0.4461088974544142,Percentage of babies born at 24 weeks that survive?,"['40-70%', '20 to 35 percent']",3800437745610948678,1,[],9
174,1,0.5142886868482669,1.0,-0.1182600855827331,0.0,8.894507054567363,4.41295465583202,1.2137162377520772,7.703295561492276,78.44162950368306,0.0174512966028465,7.102747585339308,1.9344502046875656,2.107219238281254,0.4636150468135733,What type of writing is most similar to an autobiography a. poetry b. short story c. novel d. memoir?,"['D', 'memoir']",-6969788130630189690,1,[],19
181,1,0.5209995780672345,1.0,-0.164404958486557,0.0,9.053092318704625,4.604057687035052,1.2667202586616355,6.837272098930567,77.03234603701345,0.0294499918726188,7.107182169649311,4.997949850919982,2.2420913696289126,0.7452031677424159,Who made the song my achy breaky heart?,"['Don Von Tress', 'The Marcy Brothers', 'Cyrus', 'Billy Ray Cyrus', 'Jim Cotton', 'Joe Scaife', 'Joe Scaife and Jim Cotton', 'PolyGram and Mercury', 'PolyGram', 'Mercury']",3739207328084591039,1,[],8
190,1,0.5232379879475363,1.0,-0.073290467262268,0.0,11.692378140942436,7.364749435317701,1.5339261241575748,12.160282078068976,82.83726860062569,0.0174501133242129,9.90061867171438,1.62565164041894,1.717583312988276,0.4507842666424456,Hertfordshire fire and rescue service chief fire officer?,"['Darryl Keen', 'Chris Bigland']",-3775683158491019675,1,[],8
246,1,0.5408511106992689,1.0,-0.1510975360870361,0.0,8.97822405214738,4.564581946899005,1.2884156091656989,13.27724350540528,61.2202799096124,0.0297500344514532,7.186464582919324,4.821293110130913,2.8311148071289063,0.7319147726743807,Who was england's prime minister during ww1?,"['Asquith', '1st Earl of Oxford and Asquith', 'H. H. Asquith', 'Herbert Henry Asquith', '1st Earl Lloyd-George of Dwyfor', 'Lloyd George', 'David Lloyd George']",3658847669702107248,1,[],7
