index,label,LogReg_score,LogReg_pred,BERT_score,BERT_pred,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,query,answer,conv_id,turn_id,retrieval_titles,query_length
8,1,0.5090083427108605,1.0,-0.2063301652669906,0.0,10.526380622790503,6.075074192917327,1.2367810043900318,16.167615263301446,80.9982185159569,0.0226474956254776,8.734621153562449,3.133265371228772,2.087380828857415,0.5900344030674795,Who is the prime minister of england 2018?,"['Theresa May', 'Theresa Mary May']",7047651726317069852,1,[],8
11,1,0.518381713813101,1.0,-0.1466606259346008,0.0,9.030283318574195,4.660227211664245,1.2313490208340063,8.363771959762673,80.45286312260544,0.0262943602275043,7.238523849346141,4.652839151880582,3.111656036376953,0.7190146924693065,When was the last time the us had a budget surplus?,"['2001', 'fiscal year 2001', '2001 fiscal year']",-2679834896038341541,1,[],11
14,1,0.5344694489458647,1.0,-0.0821676477789878,0.0,11.162415258293269,6.761755393119158,1.2850043729466891,16.167615263301446,74.48379122157773,0.0207547503258153,9.55297734585917,2.6370407414891,2.534936676025387,0.5741342113880147,How many jimmy john's are there in the world?,"['more than 2,800', 'almost 3,000', 'thousand', 'five-hundred', '5,000 and beyond']",2162316589148294435,1,[],9
23,1,0.54704815710273,1.0,-0.1625778973102569,0.0,8.36165761750147,3.900843864859541,1.2094695595921974,6.500134894979077,74.08755193227837,0.0262845077057288,6.569898148273415,3.855461683526519,2.8613659667968783,0.6942137354164168,Who is the administrator of the small business administration?,"['Linda McMahon', 'Linda Marie McMahon', 'Joseph Loddo', 'Maria Contreras-Sweet', 'Loddo', 'Contreras-Sweet']",-1703843779501228505,1,[],9
26,1,0.5170284287565547,1.0,-0.1083949357271194,0.0,8.532603489321371,4.139294392767751,1.22336159619203,6.867022937348237,78.41229527762442,0.0263148544834613,6.5866933402660575,4.763385930285416,3.207590637207029,0.6580540134148576,Where was the movie lean on me filmed?,"['New Jersey', 'Franklin Lakes, New Jersey', 'Franklin Lakes']",1531202197803799336,1,[],8
29,1,0.5089211877448221,1.0,-0.1018344089388847,0.0,7.8354962325877375,3.464696952926378,1.1029932869781682,4.868415338667169,65.33211819804028,0.013734965651655,5.889586083532424,1.120148250130005,1.6933721923828084,0.3741905013041494,According to mahabharata who constructed unparalleled palace of pandavas?,"['Maya', 'Mayasura']",88189524028531485,1,[],9
32,1,0.6233632608743707,1.0,-0.0462233200669288,0.0,8.96702102158101,4.599118922800841,1.471709140835934,11.396930638835782,77.06663058578927,0.0322411775752427,7.357583109146908,5.177614258237154,3.27146316528321,0.758479052537024,Who presented gardeners world from 2008 to 2010?,"['Toby Buckland', 'Toby Neale Buckland']",-388980298258801319,1,[],8
42,1,0.5009422950990096,1.0,-0.3364987373352051,0.0,8.423261980067887,4.031281376406822,1.2218042597076977,7.280929624235862,80.05129320899697,0.0206018162189087,6.631502510839832,2.231269712948816,1.9480226135253875,0.52811808728598,Who has the most nascar wins in history?,"['Richard Petty', 'Petty', 'Jeff Gordon', 'Gordon', 'Richard Petty, Dale Earnhardt, and Jimmie Johnson', 'Dale Earnhardt', 'Jimmie Johnson', 'Chevrolet', 'Joe Gibbs Racing']",5347242526315149222,1,[],8
48,1,0.5047969916389607,1.0,-0.2649180293083191,0.0,7.541874115142245,3.2150741144353856,1.1086275329413946,4.065601203529972,57.99423344560479,0.0240414353329263,5.75011464591419,4.078739089654409,3.0186685180664075,0.714032482599217,Who did germany invade on may 10 1940?,"['Belgium, the Netherlands and Luxembourg', 'the Netherlands', 'Luxembourg', 'Belgium']",-2836078205180880937,1,[],8
54,1,0.561621462939149,1.0,-0.0911323055624961,0.0,9.927144068683672,5.552042480112272,1.3516964329915913,10.3342675842906,81.41190595223009,0.0215417486376271,8.317706156249573,2.454046043768781,2.1331707763671863,0.5538553560913694,Who signed the treaty of versailles from germany?,"['Johannes Bell', 'Bell', 'Müller', 'Hermann Müller']",-1577497604183734452,1,[],8
61,1,0.5167536574791277,1.0,-0.2612552642822265,0.0,6.457480568774429,2.943004894142748,1.2760470185183672,4.976776997507176,64.91122665543683,0.028648596843041,5.16993023882715,4.800123274151579,3.263427276611324,0.7746066158179565,Who did jackie end up with in that 70s show?,['Fez'],653187911436300573,1,[],10
72,0,0.4645667401370929,0.0,0.0249344389885664,1.0,9.431434600037823,5.058923606756575,1.0825564260403802,8.370940449241285,81.99316441138859,0.0184299977572756,7.128849507043777,1.9130624230543625,1.970732116699213,0.3992766817482127,Highest runs in t20 international in an innings?,"['Aaron Finch', 'Aaron James Finch', 'Afghanistan national cricket team', 'Afganistan', '75', 'Kasun Rajitha']",-7381646131380235286,1,[],8
76,1,0.5113619274603896,1.0,-0.2188783586025238,0.0,9.101732768117172,4.667870450885172,1.179891300832698,6.750748645834491,76.40014315307008,0.0229837451498845,7.309973298889114,2.868938324639312,2.158976593017574,0.535624712334981,Where did the idea of representative government first develop?,"['Roman Republic', 'Þingvellir in Iceland']",6945133188536552979,1,[],9
81,1,0.5368511268702529,1.0,-0.3364624381065368,0.0,8.601427628772736,4.127708290999541,1.322205640820605,7.223130242550937,77.91435427342176,0.0190647953270646,6.991989716338637,2.114712003936735,2.059067993164061,0.5141390867188487,How many chests of tea were dumped in the boston harbor?,['342'],-3857234084948639677,1,[],11
82,1,0.5558551517806352,1.0,-0.0654271245002746,0.0,10.132477774264729,5.6861877733035975,1.217140471525884,15.25132453142729,64.50662927698376,0.0134959952598407,8.571767365223321,1.050196937060356,1.587389221191412,0.3623183919324886,Who sang the song coat of many colors?,"['Dolly Parton', 'Dolly Rebecca Parton']",7635505435111543791,1,[],8
100,1,0.5126786483978052,1.0,-0.2228667438030243,0.0,10.119626714524802,5.763931306115111,1.3097066098377157,11.804516638513084,82.6638516756891,0.017729603141859,8.5101888020907,1.8803450835640247,1.996755218505865,0.4848124745151502,What geographical feature of the ocean floor is between the shoreline and the continental slope?,"['continental shelf', 'Continental Shelf']",9220093176613453367,1,[],15
112,1,0.5039995546704406,1.0,-0.1832308173179626,0.0,8.600110591231097,4.2947323064273055,1.3067671276323876,6.830245843196723,78.41229527762442,0.0132732028129223,6.654200442175783,0.7821155816291633,1.216597747802732,0.312673068401558,Who has the legal authority to bind the us government on a us government contract?,['Contracting Officers'],-1456414872448575976,1,[],15
115,1,0.5019406738084253,1.0,-0.1471864283084869,0.0,8.07595705818775,4.431781305918181,1.3386480415168716,8.370940449241285,81.99316441138859,0.0199971757601127,6.582824167164371,2.4343808468493866,2.0914138793945365,0.5897191640154279,Who sang i don't want to live without your love?,"['Bill Champlin', 'Chicago']",-6819392223921670505,1,[],10
118,1,0.5557104916882408,1.0,-0.038073856383562,0.0,9.70787356278798,5.283885099649267,1.3457178400371652,10.525708192363332,80.51097934145635,0.025212973210175,7.761963413732666,3.692160894656415,2.3589968872070246,0.7262586015872636,Who won the battle of blackburn's ford?,"['P.G.T. Beauregard', 'Confederates', 'James Longstreet', 'CSA', 'Confederacy', 'C.S.', 'Confederate States of America', 'The Confederate Army of the Potomac', 'Confederate Army of the Potomac', 'Army of the Potomac', 'P. G. T. Beauregard', 'Pierre Gustave Toutant-Beauregard', 'Brig. Gen. P. G. T. Beauregard', 'G. T. Beauregard']",-8163860826799817667,1,[],7
122,1,0.5201036063900847,1.0,-0.338602602481842,0.0,8.40160739628913,3.926272299800939,1.3632396335298902,4.950477969944013,64.96345835734044,0.0220006883423316,6.455697247233818,3.182227898930869,2.367009124755864,0.5946266708271547,Bambi love and hip hop atlanta real name?,['Adizia Benson'],-3760955442126384935,1,[],8
126,1,0.5137731696021028,1.0,-0.0709178596735,0.0,10.509919056880223,6.191062880148413,1.1750775650403706,14.08817372162161,70.82020649293023,0.0141972254400275,8.900481144446127,1.106877464306372,1.5221122741699242,0.2917951684508491,Who is considered the home team for super bowl 52?,"['New England Patriots', 'The Patriots', 'Patriots']",7456424009407144339,1,[],10
143,1,0.5630285125163881,1.0,-0.1231586560606956,0.0,10.109559635169337,5.709735154542175,1.3436144840503388,15.762150155193282,70.29152597319107,0.0236114538860535,8.500121722735235,3.3796526331621863,2.8756306457519507,0.6499665984843169,How many grammy awards does whitney houston have?,"['6', '2', '8']",9208802889973064064,1,[],8
150,0,0.4979446572811597,0.0,0.1086476817727088,1.0,10.818659773335431,7.153197696856218,1.2613359450132493,15.762150155193282,76.43448135334452,0.0170798616090285,9.325526882312053,1.512154695996287,1.7885780334472714,0.4347635414791997,How many islands are included in the federated states of micronesia?,"['around 607', '607']",-557210502550334910,1,[],11
151,1,0.5522762901055696,1.0,-0.0588629841804504,0.0,9.01891493187388,4.697378162460366,1.1967115979306269,9.219678194686477,83.72827740314108,0.0219159125728648,7.409477019439779,2.578715632292535,2.025696716308593,0.5352793281489722,Where do you find a simple gear train?,"['gearboxes', 'gearbox', 'bike', 'bicycle', 'cycle', 'Automobile drivetrains', 'transmission', 'differential']",-5564120845047915486,1,[],8
152,1,0.5459938194081961,1.0,-0.045129906386137,0.0,6.773263492867644,3.419600366167993,1.3212292897650817,5.371883800049716,68.19147948928936,0.0118811668091611,5.7335427220277255,0.768883010008716,1.3411863708496128,0.3100167354371204,When did india conduct the nuclear test at pokhran?,"['18 May 1974', '11 may 1998', '13 may 1998', '11 and 13 May 1998']",7986410680084895333,1,[],9
173,1,0.5271578479798027,1.0,-0.0595720149576664,0.0,9.25247821978291,4.819252048075014,1.082770898719059,13.395026541061664,63.77640191702113,0.0292808501392591,7.306568070727594,4.598937137681198,3.233813781738288,0.6465950775676029,When did breaking dawn part 2 come out?,"['November 16, 2012', 'November 14, 2012', 'November 13, 2012', 'November 27, 2012']",2042418183316564639,1,[],8
176,1,0.512812343770129,1.0,-0.0345580391585826,0.0,13.660538394452717,9.235351079989869,1.3635504754917889,15.4744680827415,82.30666799921224,0.0240972256839524,12.051100482018612,3.5281113040348218,2.1783784484863333,0.5663368178706845,When did iced coffee become popular in the us?,['1920'],-1098070799313384511,1,[],9
179,1,0.555011267984038,1.0,-0.0726284608244896,0.0,9.883472045427329,5.4989571253810565,1.3449301390944366,9.336201217576033,82.80294950157558,0.0464127020857684,8.091712576199273,11.89789280222191,4.450982360839846,1.2195231036260603,Where does implantation of the fertilized ovum usually occur?,"['uterine lining', 'fundus']",-8308194152547313994,1,[],9
186,1,0.5552979706174824,1.0,-0.1721742898225784,0.0,10.069277837192214,5.789071776254595,1.4058367947280366,11.767012243054628,76.3554096681048,0.0279343862083539,8.459839924758116,4.626251115242922,2.521710357666011,0.7604481503727687,Who made the song when i see you again?,"['Charlie Puth', 'Wiz Khalifa', 'Atlantic', 'Charlie Puth, Cameron Thomaz, Andrew Cedar, Justin Franks, Dann Hume, Josh Hardy, and Phoebe Cockburn', 'DJ Frank E, Charlie Puth, and Andrew Cedar', 'Wiz Khalifa featuring Charlie Puth', 'Miley Cyrus', 'Carrie Underwood', 'I Am I', 'Elle King', 'Loreen', 'Tyler, The Creator']",-3254745754392014990,1,[],9
194,1,0.6117125524140921,1.0,-0.049620721489191,0.0,8.194484627861979,3.772019224960379,1.4230035607223588,5.069803807727007,65.57161832072428,0.0267674294687724,6.402725158633922,4.139205027396622,2.6194566345214865,0.719305657161528,When did goosebumps by travis scott come out?,"['December 13, 2016']",4918436276058341346,1,[],8
197,1,0.529027756274648,1.0,-0.1503717899322509,0.0,10.397586347946616,6.0633682139664975,1.4579704708530452,12.124563995466897,82.57931420239333,0.0258022421347902,8.451676198891303,3.614935472115053,2.3240449523925832,0.6337661216108609,Who won the first super bowl in 1967?,"['Green Bay Packers', 'Vince Lombardi', 'National Football League', 'National', 'NFL', 'National League']",1616810287777418755,1,[],8
206,1,0.5118551422719615,1.0,-0.0357795991003513,0.0,6.998898944894047,3.2456799397277893,1.0535998817337582,6.876478621497173,75.92999325032261,0.0199585659319809,5.505766053870668,2.3970479481581366,1.990590209960938,0.4895965633210813,Who sings the theme song for the show half and half?,['Melonie Daniels'],-2658615726272299345,1,[],11
211,1,0.5045695242663634,1.0,-0.1196150034666061,0.0,13.11148417087012,8.745703586629087,1.4718297841750476,14.375855794073392,77.2141744185824,0.0142958473604341,11.50204625843602,1.0230051534289668,1.4503941345214793,0.3198445174501145,When was the immorality act repealed in south africa?,"['12 April 1957', '1985', '1988', '16 December 2007']",6277742555528957704,1,[],9
214,1,0.5335885249352318,1.0,-0.1165670081973075,0.0,10.035677025175117,5.626633744753962,1.328810940309605,16.86076244386139,66.91488885335801,0.0178649588495238,8.089766876119802,1.7377817847326165,1.9264703369140648,0.4394165051181973,When is ap men's basketball poll released?,['every Monday'],659764445176026131,1,[],7
221,1,0.5231662589321833,1.0,-0.0485160462558269,0.0,10.38793072400532,5.9368064395912,1.2842413095286798,16.86076244386139,72.77233882930707,0.0147251793274012,8.442020574950005,1.5047124651133543,1.8212548828124933,0.4088890728565436,Who is the winner of 2018 royal rumble?,"['Asuka', 'Shinsuke Nakamura']",8528837736505993111,1,[],8
222,1,0.5614171166401686,1.0,-0.2254000604152679,0.0,7.959121849534672,3.5574318694859315,1.1642619881970684,5.441170114336271,69.41377666771322,0.0178461196755953,6.572827488414781,1.844282500190404,1.8198718261718736,0.4526812099026574,When was the last time the cubs won the world series before 2016?,"['1908 World Series', 'October 14, 1908', 'October 14 1908']",6750695717303546788,1,[],13
227,1,0.5547236943691239,1.0,-0.0782622024416923,0.0,9.07470021305379,4.638039156686064,1.049759221896898,6.036454434164712,72.2663669059,0.0171449171548926,7.688405851933901,1.5126782166688415,1.552053375244138,0.4348387943636183,Who played aang in the last airbender movie?,"['Noah Ringer', 'Noah Andrew Ringer']",-5260696057785510531,1,[],8
233,1,0.6023311110356266,1.0,-0.0596314631402492,0.0,10.734896637620963,6.25576644947852,1.5877811949427434,16.167615263301446,66.69026855954533,0.0336517396503507,8.788986488565651,6.323398003757062,3.0844377136230468,0.8382122512796082,Where does the tv show this is us take place?,"['Pittsburgh, Pennsylvania', 'Pittsburgh', 'City of Pittsburgh', 'L.A.', 'Los Angeles, California', 'Los Angeles', 'Alpine, New Jersey', 'New York City', 'New York, New York', 'NYC']",5198733741197381464,1,[],10
240,1,0.504436215364605,1.0,-0.1061931550502777,0.0,4.735776169180586,2.0376158302640817,1.2108085635852583,4.598692335912434,61.3801603181302,0.0200397759178595,3.7701134217201258,2.221463903010008,2.1937973022460966,0.5633400271099922,What channel will rick and morty season 3 be on?,"['Cartoon Network', '[adult swim]', 'Adult Swim']",-4262537272967881001,1,[],10
241,1,0.5084943538229213,1.0,-0.1194840893149375,0.0,10.303743594406264,5.859851127324297,1.1434361796488346,8.046432021222618,79.77195578713027,0.0152157458387624,8.694305681972164,1.2802730509713,1.409111480712894,0.4000426619392143,How many arms of government are there in nigeria?,"['three', '3']",-3789796154829669719,1,[],9
253,1,0.5614642666255565,1.0,-0.0793144479393959,0.0,10.268093847897498,5.845228377708295,1.3070774995175585,15.4744680827415,73.97351660632768,0.0251645050633913,8.476334378669442,3.6510204372761006,2.148656768798832,0.7222010441575809,Who was the murderer in the first broadchurch?,"['Joe', 'Joe Miller', 'Matthew Gravelle', 'Matthew Ian Gravelle']",-1247139098236280393,1,[],8
260,1,0.6007269925412865,1.0,-0.0252540912479162,0.0,8.54220956440577,4.164252787774112,1.2896470381284468,6.036454434164712,72.2663669059,0.0316010217413714,6.932771651971671,5.567964440523903,3.113498229980473,0.8342634806015949,What county is old forge new york in?,"['Herkimer County', 'Herkimer']",9096058560244841323,1,[],8
263,1,0.5009306347168894,1.0,-0.0880017578601837,0.0,9.507389027278863,5.062726247334022,1.1291365068215244,7.445605437263883,78.7474884830647,0.0124127279397819,7.715629558050808,0.8269727236876497,1.3750170898437497,0.3215145260496891,How many houses are in the british parliament?,"['3', '2', 'two']",8787064710466316665,1,[],8
270,1,0.5001711952121273,1.0,-0.0284997895359992,0.0,8.83049633062986,4.320781399200903,0.988374555745802,10.458845247134208,77.84037584667135,0.012460043760824,6.884586181574546,0.9128784200077584,1.3937074279785155,0.3021387793726185,What was the name of the frat in animal house?,"['Omega Theta Pi', 'Delta Tau Chi', 'Zeta Beta Tau and Alpha Delta Phi']",3872128733372987564,1,[],10
276,1,0.5435722981646843,1.0,-0.0977448895573616,0.0,9.142451276621795,4.689097353816328,1.2163922839578576,8.163917924207079,81.80563979793956,0.0270677292294152,7.350691807393741,4.050393196675251,2.8592428588867165,0.7115470115069041,Who sang the theme tune to dear john?,"['Wendy Talbot', 'Joan Baxter']",5407802673882771425,1,[],8
283,1,0.547627113022718,1.0,-0.0762814134359359,0.0,11.510947127111752,7.05807426983269,1.374407966061702,13.33440191924523,81.08200007857315,0.0208698058967398,9.901509214677652,2.2390804039308336,2.1337948608398394,0.4987852358960421,What kind of car was ramone from cars?,"['Chevrolet Impala Lowrider', 'Chevrolet Impala', 'Lowrider']",-688714353088277266,1,[],8
285,0,0.4490027103280629,0.0,0.0026738422457128,1.0,11.44408754246552,7.543078535234495,1.1992492970444135,16.167615263301446,81.20853521035235,0.019540354834126,9.624576193495663,2.0886866308992267,1.958671875000004,0.4570215127211439,Who conducted the little albert study on conditioned fear?,"['John B. Watson', 'Watson', 'Rosalie Rayner', 'Rayner']",3152896460331899719,1,[],9
288,1,0.5203313593011069,1.0,-0.0106366518884897,0.0,10.997626568236816,6.539849736903814,1.194928624359232,15.4744680827415,80.61078269773564,0.0239210072102557,9.051716419181506,3.0208664495459003,2.080773773193366,0.5496240942267633,Who opened the gate in the prison walking dead?,"['an unidentified individual', 'Andrew', 'Markice Moore']",4910574660426743103,1,[],9
298,1,0.5507555799494825,1.0,-0.0858328118920326,0.0,8.685889444272698,4.334298407226653,1.4084289900313045,6.348188898391753,75.51533796945446,0.0165857558433583,6.739979295217385,1.6456389215447471,1.5536749267578147,0.4276081957359183,Characteristic that is related to a star's temperature?,"['color', 'spectral', 'spectrum']",-4916318222190974609,1,[],8
300,1,0.5137095278657471,1.0,-0.2357502281665802,0.0,10.333709297331705,5.921169346538348,1.4074109094605125,12.9895614329535,78.41229527762442,0.017181708013211,8.54194982810365,1.8141471852552848,2.020857543945314,0.4762020560191971,Delhi is situated on the bank of the river?,"['Yamuna', 'Jumna', 'Jamna']",-1837678249863691869,1,[],9
318,1,0.5950437436065578,1.0,-0.1128048747777938,0.0,7.894451195862485,3.448350853546998,1.3289958190862603,5.8534926565556455,70.98116073187967,0.0403934895391028,6.102691726634429,8.29032192839153,4.084223480224615,0.9105120498044784,Who determined that all animals are made of cells?,['Theodor Schwann'],-6532440815299488017,1,[],9
319,1,0.5184658396949232,1.0,-0.0750323459506034,0.0,7.737916430687418,4.270714062765264,1.3148481513001264,12.612267201812031,70.94366012406957,0.0127972762048399,6.450366100740139,0.9602878726622088,1.5481500244140596,0.3464620961703835,When did the last wooly mammoths die out?,"['4,000 years ago', 'the late Pleistocene and early Holocene']",2483689322545297886,1,[],8
324,1,0.5279806342632826,1.0,-0.5888474583625793,0.0,8.844878670648816,4.362238277552698,1.494542972445342,9.854067217024353,80.92450169859963,0.0242332819665285,7.295052624770614,3.4258620103285646,2.4954211425781243,0.6543949505390996,The correct order of the emergency chain of survival is?,"['early access, early CPR, early defibrillation, and early advanced cardiac life support', 'Early access', 'early CPR', 'early defibrillation', 'early advanced cardiac life support', 'early advanced care']",-8066401577277886429,1,[],10
336,1,0.5700440559313318,1.0,-0.0278397500514984,0.0,10.098716253100678,5.743659074515426,1.3597357423523169,14.558177350867346,60.975334530040506,0.0126797110011892,8.489278340666576,1.0131335173146567,1.6174005126953142,0.3558675170120646,Where is the gum wall in seattle washington?,"['Post Alley under Pike Place Market', 'Pike Place Market', 'an alleyway in Post Alley', 'Post Alley', 'Pike Place Market in Downtown Seattle', 'Downtown Seattle']",4233964653136094599,1,[],8
